G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
wiy,104950-23805,--,39.2492,-122.952,Wiyot
wja,104955-105023-105146-105312-105508-33089-33119-33120,--,9.91175,11.7206,Waja
wji,104949-105011-105127-105285-25470-105683-25474,--,11.1718,9.56925,Warji
wka,104949-25700-25703-25712-25714,--,-4.00743,35.1828,Kw’adza
wkb,104968-105042-105162-33824,--,--,--,Kumbaran
wkd,106869-106871-106878-105320-105523-105751-105960-106162-42329-42330-106949-42338,--,-1.98457,139.008,Mo
wkl,104968-105043-105163-105331-105542-105779-105998-106929-106937-106390-33789,--,--,--,Kalanadi
wku,104968-105043-105163-105331-105542-105779-105998-106929-106937-106947-33797,--,--,--,Kunduvadi
wkw,104993-105092-105233-105409-105629-44241,--,-26.248,151.868,Wakawaka
wky,--,--,--,--,Wangkayutyuru
wla,35312-105122-35316,--,-4.41234,142.231,Walio
wlc,104955-105023-105143-105302-105490-105704-105907-106111-106293-106465-106603-106695-30728,--,-12.3164,43.741,"Comorian, Mwali"
wle,104949-105012-105129-105288-25034-25035-25039-25040-25042,--,7.77004,38.1449,Wolane
wlg,24693-105048-24705,--,-11.9133,133.723,Kunbarlang
wli,44860-44862-44863-107527-107557-44864,--,1.2341,127.494,Waioli
wlk,44798-44799-44801-44810-44811-44815,--,39.1513,-123.284,Wailaki
wll,29019-105075-105195-29036-105581-29052,--,11.8634,29.1228,Wali
wlm,--,--,--,--,--
wln,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-38599,wa,50.2235,5.14509,Walloon
wlo,106869-106871-106878-40119-105521-40120-40127-40128,--,-5.33,122.67,Wolio
wlr,106869-106871-106878-105320-105523-105751-105958-106160-106358-106525-41387,--,-15.5656,166.902,Wailapa
wls,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-106635-41222,--,-13.2903,-176.207,Wallisian
wlu,104993-105092-105233-105409-105629-44245,--,-24.415,149.843,Wuliwuli
wlv,34028-34034-34035-34037,--,-24.2189,-61.9117,Wichí Lhamtés Vejoz
wlw,104989-43276-105208-105377-43303,--,-3.8238,138.84,Walak
wlx,104955-105023-105146-105312-105508-32858-105945-32879-106333-106495-32880-106708-106772-106812-106834-106840-106845-32882,--,10.0212,-2.31263,Wali
wly,105000-105103-105251-105429-105647-27985-27988-27989,--,26.6369,86.4837,Waling
wma,107392-36092,--,10.8527,9.72407,Mawa
wmb,36392-36397-105186-36402,--,-17.496,135.683,Wambaya
wmc,104989-105080-105214-42868-42882-105832-42891,--,-4.97757,145.541,Wamas
wmd,104987-105073-105191-26011,--,-13.2396,-59.9925,Mamaindé
wme,105000-105103-105251-105429-28034-28041-28046,--,27.1481,86.4765,Wambule
wmh,106869-106871-106878-105320-105522-105749-105955-106154-40855,--,-8.53416,126.317,Waima’a
wmi,104993-105089-44228-44230,--,-18.3727,143.943,Wamin
wmm,106869-106871-106878-42634-42676-42677-42686,--,-3.59444,119.978,Maiwa
wmn,106869-106871-106878-105320-105523-105751-105959-41149-106362-41156,--,-20.5014,164.409,Waamwang
wmo,104988-24228,--,-3.5332,142.87,Wom
wms,104989-43174-107501-43175-43176-43186-105822-43189,--,-5.44334,140.48,Wambon
wmt,104993-105085-43915-43916-43917,--,-19.7229,126.113,Walmajarri
wmw,104955-105023-105143-105302-105490-105704-105907-106111-106293-106465-106604-106696-30703,--,-12.5821,40.4601,Mwani
wmx,--,--,--,--,Womo
wnb,104989-105080-105214-105392-105612-42956,--,-4.78822,145.419,Wanambre
wnc,104989-105078-105210-43052-105596-43053,--,-6.15216,146.513,Wantoat
wnd,104982-105068-34732,--,-14.2996,135.705,Wandarang
wne,104971-105055-105174-105350-105571-37485-37507,--,30.0501,67.8327,Waneci
wng,104989-43174-107501-43175-43176-43191-43195,--,-5.60094,140.194,Wanggom
wni,104955-105023-105143-105302-105490-105704-105907-106111-106293-106465-106603-106695-106763-30726,--,-12.2123,44.3709,"Comorian, Ndzwani"
wnk,106869-106871-106878-105320-105522-105747-105953-106153-106347-107591-40730,--,-9.69834,119.468,Wanukaka
wnm,104993-105088-44125-44129-44130,--,-24.7022,137.433,Wanggamala
wnn,--,--,--,--,Wunumara
wno,104989-43276-43302,--,-3.47858,137.678,Wano
wnp,104988-24305,--,-3.59639,142.5,Wanap
wnu,104989-105080-105214-42957-42958,--,-4.84265,145.362,Usan
wnw,--,--,--,--,Wintu
wny,104969-104879,--,-18.6529,137.608,Wanyi
woa,36035-36037,--,-12.4868,130.676,Tyaraity
wob,104955-105023-105144-32207-105502-32291,--,7.40391,-7.24617,Wè Northern
woc,106869-106871-106878-105320-105523-105751-105960-106162-42345-42346-42351-106729-42357,--,-3.20238,144.089,Wogeo
wod,104989-43304-43307,--,-3.41642,136.703,Wolani
woe,106869-106871-106878-105320-105523-105751-41335-41337-106352-106514-41344-41352-106780-41363,--,7.37957,143.916,Woleaian
wof,104955-105022-105142-33381-33382,--,13.5337,-16.1544,"Wolof, Gambian"
wog,104998-105098-26700-26701,--,-4.22936,142.401,Wogamusin
woi,107129-104951-105014-33773,--,-8.26897,124.792,Kamang
wok,104955-105023-105146-105311-105506-105733-105943-32534-32560,--,8.33313,13.0568,Longto
wol,104955-105022-105142-33381-33383,wo,15.2534,-15.383,Wolof
wom,104955-105023-105146-105311-105506-105733-105943-32566-106330-106492-32575,--,8.92708,12.4533,Wom
won,104955-105023-105143-105302-105490-105704-105906-106094-106266-106430-106577-106754-106802-106831-29681,--,-5.73837,20.5054,Wongo
woo,106869-106871-106878-105320-105522-41097-107651-41105,--,-5.94468,134.329,Manombai
wor,34382-34395,--,-2.37997,136.519,Woria
wos,36434-36435-36448-36454,--,-3.90364,142.849,Hanga Hundi
wow,106869-106871-106878-40119-40179-40192-40193-40215-40222-40223,--,-4.13587,123.1,Wawonii
woy,107392-28368,--,11.9415,35.6337,Weyto
wpc,28806-28808-28810,--,4.5621,-66.5813,Maco
wra,24175-24176-24183,--,-3.07263,142.012,Warapu
wrb,104993-44145-44146-44150-44152,--,-22.2909,138.738,Warluwara
wrd,107384-36073,--,36.6083,71.1475,Warduji
wre,107392-107467-30087,--,--,--,Ware
wrg,104993-105086-105223-105401-44086-44087-44089,--,-18.2496,144.37,Warungu
wrh,104993-105092-44067-44079,--,-34.0742,145.994,Wiradhuri
wri,104993-105091-105231-43875-43878,--,-24.353,116.927,Wariyangga
wrk,104969-106852,--,-17.4504,137.72014,Garrwa
wrl,104993-105085-43915-43931-43940,--,-18.949,133.862,Warlmanpa
wrm,104993-105085-44111,--,-20.6479,134.375,Warumungu
wrn,28974-29013-29017,--,10.594,31.1574,Warnang
wro,105008-34518-107087,--,--,--,Worrorra
wrp,106869-106871-106878-105320-105523-42369-107577-42372,--,-2.31142,136.633,Waropen
wrr,24503-24505,--,-15.4155,132.604,Wardaman
wrs,44372-44373-44374,--,-3.139,140.931,Waris
wru,106869-106871-106878-40119-40179-40192-40193-40194-40195-40206,--,-3.412,122.058,Waru
wrv,34355-34356-34358,--,-8.23565,142.47,Waruna
wrw,104993-44065,--,-12.713,142.569,Gugu Warra
wrx,106869-106871-106878-105320-105522-105747-105952-106925-106933-40754,--,-8.74889,120.793,Wae Rana
wry,104971-105055-105173-105345-105561-105797-106011-38150,--,26.771,74.095,Merwari
wrz,24693-24709-107495-24710,--,-13.0941,131.236,Waray
wsa,106869-106871-106878-105320-105523-42369-107577-42408-42410,--,-1.65941,137.566,Warembori
wsg,--,--,--,--,--
wsi,106869-106871-106878-105320-105523-105751-105958-106160-106358-106526-41384,--,-15.2786,166.696,Wusi
wsk,104989-105080-42982-105396-42984,--,-4.57978,145.979,Waskia
wsr,104989-105079-105213-106893-105608-43446,--,-6.70452,145.817,Owenia
wss,104955-105023-105145-105310-105505-105731-105938-106136-29279,--,5.74109,-2.16028,Wasa
wsu,107392-36136,--,-9.74999,-36.8333,Wasu
wsv,104971-105055-105173-105347-106905-106915-38037,--,34.7033,70.8565,Wotapuri-Katarqalai
wtf,104989-105080-105216-42909-42914,--,-5.82002,145.655,Watiwa
wth,--,--,--,--,Wathawurrung
wti,24316,--,10.6474,34.7042,Berta
wtk,104998-105099-105242-26687-26690-26694,--,-4.58965,143.005,Watakataui
wtm,104971-105055-105173-105345-105561-105797-106011-106211-38159,--,27.736,76.947,Mewati
wtw,106869-106871-106878-40119-105521-40120-40121,--,-2.59593,120.9,Wotu
wua,104993-105089-105226-44202,--,-13.4957,141.599,Wikngenchera
wub,105008-34509-34510,--,-14.8347,125.72,Wunambal
wud,104955-105023-105145-29166-105503-29176,--,7.57619,1.53522,Wudu
wuh,105000-106876-105255-105436-36345,--,35.269,101.957,Wutunhua
wul,104989-43276-43288-43290,--,-4.52544,139.003,Silimo
wum,104955-105023-105143-105302-105490-105704-105905-106088-106255-106422-106568-29956,--,-2.39234,12.264,Wumbvu
wun,104955-105023-105143-105302-105490-105704-105907-106108-30886,--,-8.32587,32.8801,Bungu
wur,34289-34291,--,-11.364,132.303,Wurrugu
wut,24175-24176-24184-24187,--,-2.64636,141.104,Wutung
wuu,105000-106876-27894-27895,--,29.8621,119.682,"Chinese, Wu"
wuv,106869-106871-106878-105320-105523-105751-41662-41663-41666,--,-1.73938,142.851,Wuvulu-Aua
wux,26297-26298,--,-12.3022,131.261,Wulna
wuy,106869-106871-106878-105320-105523-42369-107577-105961-107589-107593-42457,--,-0.2828,130.597,Wauyai
wwa,104955-105023-105146-105312-105508-32858-105945-32879-106333-106496-106621-32978,--,10.5956,1.65318,Waama
wwb,107393-107486-104877,--,--,--,Wakabunga
wwo,106869-106871-106878-105320-105523-105751-105958-106160-106360-41532,--,-14.2916,167.55,Dorig
wwr,104991-38877-38885-38889,--,-17.0965,123.971,Warrwa
www,104955-105023-105143-105302-105489-105701-105901-106079-106244-29426-106564-29437,--,6.68974,11.7802,Wawa
wxa,105000-106876-106885-36145,--,28.644,110.362,Waxianghua
wxw,--,--,--,--,Wardandi
wya,38935-38936-38948,--,44.33,-77.5,Wyandot
wyb,104993-105092-44067-44075,--,-30.6481,146.18,Wangaaybuwan-Ngiyambaa
wyi,--,--,--,--,Woiwurrung
wym,104971-105053-105172-105343-105552-105784-37166,--,--,--,Wymysorys
wyr,105004-105118-105266-24357,--,-12.6945,-61.3064,Wayoró
wyy,106869-106871-106878-105320-105523-105751-41205-41207-41212,--,-17.8355,177.657,"Fijian, Western"
xaa,104949-105012-105129-105287-105476-105688-105889-106072-104396,--,--,--,Andalusian Arabic
xab,104955-105023-105143-105303-105492-105707-105914-31877,--,9.160672,8.505628,Sambe
xac,105000-106873-105248-105424-105640-28149,--,26.6882,92.317,Kachari
xad,36570,--,31.6314,-92.0059,Adai
xae,--,--,--,--,--
xag,35856-35865-105190-35975-35980,--,--,--,Aghwan
xai,107393-36099,--,-13.0,-42.0,Kaimbé
xaj,--,--,--,--,Ararandewára
xak,--,--,--,--,--
xal,26921-26945-105189-26947-26948,--,46.7592,45.4244,Kalmyk-Oirat
xam,44323-44324-44326,--,-31.7612,20.1733,|Xam
xan,104949-25700-25809-105286-105473-25819,--,12.4479,38.8352,Xamtanga
xao,107384-35854,--,21.4543,103.467,Khao
xap,26717-26718-26719,--,--,--,Apalachee
xaq,--,--,--,--,--
xar,44272,--,-7.13333,143.117,Karami
xas,44414-44488-106887-106900-106912-44496,--,52.1293,89.888,Kamas
xat,34586-34587,--,-7.25015,-64.8319,Katawixi
xau,29073-29077-29081-29089,--,-2.22799,138.157,Kauwera
xav,104990-25922-25943-25944,--,-14.3017,-52.4367,Xavánte
xaw,105007-34687-34688-34689-34694,--,36.0538,-118.679,Kawaiisu
xay,106869-106871-106878-107522-105530-105764-105982-40384-40391,--,0.91787,114.452,Kayan Mahakam
xba,107384-36064,--,-18.8333,-57.3333,Kamba
xbb,--,--,--,--,--
xbc,104971-105055-105174-105350-105570-37482,--,--,--,Bactrian
xbd,--,--,--,--,Bindal
xbe,--,--,--,--,Bigambal
xbg,--,--,--,--,Bunganditj
xbi,104988-107134-24218-105197-24220,--,-3.48467,142.694,Kombio
xbj,--,--,--,--,Birrpayi
xbm,--,--,--,--,--
xbn,36113,--,--,--,Kenaboi
xbo,105005-23910-23914,--,--,--,Bolgarian
xbp,--,--,--,--,Bibbulman
xbr,106869-106871-106878-105320-105522-105747-105953-106153-106347-40760,--,-9.88447,120.235,Kambera
xbw,107393-36103,--,-8.16666,-37.5,Kambiwá
xbx,107384-104831,--,-14.2403,-58.9931,Kabixí
xby,--,--,--,--,Batyala
xcb,--,--,--,--,--
xcc,107393-36148,--,--,--,Camunic
xce,104971-105052-38498,--,--,--,Celtiberian
xcg,104971-105052-105171-105340-38497,--,--,--,Cisalpine Gaulish
xch,104963-104448,--,48.0833333333,-122.916666667,Chimakum
xcl,104971-36721-36758,--,40.183333,44.516667,Classical Armenian
xcm,28705,--,26.1333,-98.4667,Comecrudo
xcn,36250,--,25.9116,-97.3956,Cotoname
xco,104971-105055-105174-105350-105570-37545,--,--,--,Khwarezmian
xcr,104971-105050-105168-37221,--,--,--,Carian
xct,105000-106872-106883-107149-104536,--,--,--,Classical Tibetan
xcu,--,--,--,--,--
xcv,34801-107626-34805,--,--,--,Chuvantsy
xcw,25993,--,28.2589,-97.89,Coahuilteco
xcy,36565,--,46.1136,-117.94,Cayuse
xda,--,--,--,--,Darkinyung
xdc,104971-107060,--,--,--,Dacian
xdk,--,--,--,--,Dharuk
xdm,107384-104802,--,--,--,Edomite
xdy,106869-106871-106878-105324-105529-105763-105980-39407,--,-2.78384,111.136,Malayic Dayak
xeb,104949-105012-24747-24748,--,--,--,Eblan
xed,104949-105011-105125-105281-25286-25287,--,10.942,13.6881,Hdi
xeg,44323-44324-44327,--,-26.3407,30.4028,||Xegwi
xel,34177-34183-34185,--,10.9291,34.3816,Kelo
xem,106869-106871-106878-105323-40061-40063,--,0.66181,110.468,Kembayan
xep,--,--,--,--,--
xer,104990-25922-25943-25946,--,-9.59426,-48.2629,Xerénte
xes,104989-105080-105216-42909-105617-42915,--,-5.76797,145.58,Kesawai
xet,105004-105119-105267-24402,--,-24.9408,-52.2266,Xetá
xeu,24486-24487-24489,--,-7.63603,145.415,Keoru-Ahia
xfa,104971-105056-105175-107066,--,--,--,Faliscan
xga,104971-105052-105171-105341-105550-38493,--,--,--,Galatian
xgb,104981-105066-105182-105359-104504,--,8.020857,-2.811213,Gbin
xgd,--,--,--,--,Gudang
xgf,--,--,--,--,--
xgg,--,--,--,--,Goreng
xgi,--,--,--,--,Garingbal
xgl,--,--,--,--,--
xgm,--,--,--,--,Dharumbal
xgr,--,--,--,--,--
xgu,105008-34518-107088,--,--,--,Unggumi
xgw,--,--,--,--,Guwa
xha,--,--,--,--,--
xhc,--,--,--,--,--
xhd,104949-105012-105129-105287-105478-24885,--,--,--,Hadrami
xhe,104971-105055-105173-105347-105566-105805-38097,--,30.4799,70.2828,Khetrani
xho,104955-105023-105143-105302-105490-105704-105907-106116-106303-107688-30156-107692-30166,xh,-31.0389,28.0769,Xhosa
xhr,--,--,--,--,--
xht,33712,--,33.9833,40.3333,Hattic
xhu,24507-24508,--,40.7339,43.3154,Hurrian
xhv,107384-35545,--,17.402,106.021,Khua
xia,107384-27744,--,24.5458,97.9052,Xiandao
xib,44902,--,40.624,0.212401,Iberian
xii,34199-34200-34201-106990-34210,--,-28.4258,20.726,Xiri
xil,107393-107484-104878,--,--,--,Illyrian
xin,107384-104916,--,14.3103,-89.8235,Xinca
xip,107392-107478-28370,--,-8.74999,-68.8333,Xipináwa
xir,104952-23732-107629-107637-23759,--,2.69932,-62.5413,Xiriâna
xis,--,--,--,--,Kisan
xiv,--,--,--,--,--
xiy,105004-24361-24365,--,-4.133,-49.948,Xipaya
xjb,--,--,--,--,Minjungbal
xjt,--,--,--,--,Jaitmatang
xka,104971-105055-105173-105347-106906-106916-106922-38045,--,35.3651,72.0533,Kalkoti
xkb,104955-105023-105143-31402-31403-31404-105924-106126-106317-31405,--,8.83338,1.69523,"Nago, Northern"
xkc,104971-105055-105174-105351-105572-105812-107174-106023-37419,--,36.8997,48.6212,Kho’ini
xkd,106869-106871-106878-107522-105530-105764-105982-40384-40385,--,0.98794,113.286,"Kayan, Mendalam"
xke,106869-106871-106878-107522-105530-105764-105982-107659-40399,--,0.64649,113.644,Kereho
xkf,105000-106872-106883-105634-27167-27169-27170-27174-27176-27185,--,27.0879,90.8633,Khengkha
xkg,104981-105067-26068-26110-26111-26125-26126-26143-26202-26203-26206,--,14.0546,-9.96404,Kagoro
xkh,107392-107470-28369,--,-1.29991,-57.8716,Karahawyana
xki,107390-107128-33517,--,-1.00166,37.1995,Kenyan Sign Language
xkj,104971-105055-105174-105351-105572-105812-107174-106023-106219-37410,--,35.8989,53.4785,Kajali
xkk,104956-105024-105148-105314-35704,--,13.8274,107.257,Kaco’
xkl,106869-106871-106878-107522-105530-105764-40438-40439,--,3.54443,114.039,"Kenyah, Mainstream"
xkn,106869-106871-106878-107522-105530-105764-105982-40406,--,1.78269,115.827,"Kayan, Kayan River"
xko,104956-105025-105149-105316-35839,--,21.0684,101.211,Kiorr
xkp,104971-105055-105174-105351-105572-105812-107174-106023-106220-37268,--,37.0529,49.7603,Kabatei
xkq,106869-106871-106878-40119-40179-40192-40193-40215-40222-40240,--,-2.6367,121.977,Koroni
xkr,104990-25922-25943-25945,--,-19.0,-47.0,Xakriabá
xks,106869-106871-106878-40119-40179-40192-40244-40256-40295-106501-40309,--,-5.34485,123.154,Kumbewaha
xkt,104955-105023-105146-105312-105508-32858-105945-32879-106333-106495-32880-106708-106772-106811-106833-32921,--,10.9703,-1.92807,Kantosi
xku,104955-105023-105143-105302-105490-105704-105906-106098-106271-106438-106586-106684-106759-30838,--,-4.0409,13.284,Kaamba
xkv,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30180-106704-30220,--,-25.9208,22.7202,Kgalagadi
xkw,38956,--,-3.89065,140.434,Kembra
xkx,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42231-42233-42234-42243,--,-6.15563,149.907,Karore
xky,106869-106871-106878-107522-105530-105764-40438-40444-40446,--,2.14141,114.205,Uma’ Lasan
xkz,105000-106872-106883-105634-27167-27169-27170-27174-27176-27184,--,27.5365,90.9822,Kurtokha
xla,36330,--,-7.28798,142.639,Kamula
xlb,--,--,--,--,--
xlc,104971-105050-105168-105337-37223,--,--,--,Lycian
xld,104971-105050-105169-37230,--,--,--,Lydian
xle,107393-36074,--,--,--,Lemnian
xlg,--,--,--,--,--
xli,--,--,--,--,--
xln,--,--,--,--,--
xlo,104950-105013-105130-23857,--,--,--,Loup A
xlp,104971-105052-105171-105340-38495,--,--,--,Lepontic
xls,104971-36117,--,--,--,Lusitanian
xlu,104971-105050-105168-105336-37227,--,--,--,Cuneiform Luwian
xly,107393-36059,--,--,--,Elymian
xma,104955-105023-105143-105302-105490-105704-105907-106111-106293-106467-106606-106698-106768-107198-30659,--,0.00689,42.6626,Mushungulu
xmb,104955-105023-105143-105302-105490-29466-29468,--,5.7517,13.6471,Mbonga
xmc,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-106702-30374,--,-16.9394,39.1203,Makhuwa-Marrevone
xmd,104949-105011-105125-105282-25304-25305,--,10.466,13.9322,Mbudum
xme,--,--,--,--,--
xmf,104975-105060-28440-28441,--,42.5129,41.8719,Mingrelian
xmg,104955-105023-105143-105302-105490-105706-105912-31174-106308-31190,--,5.71399,10.3377,Mengaka
xmh,104993-105089-105226-105403-44209-44212-107580-44221,--,-14.0959,141.625,Kuku-Muminh
xmi,107392-28371,--,-12.5,-53.42,Miarrã
xmj,104949-105011-105125-105281-25126-25128,--,11.1433,15.044,Majera
xmk,--,--,--,--,--
xml,107390-107128-107502-107530-33444,--,2.946,101.366,Malaysian Sign Language
xmm,106869-106871-106878-105324-105529-105763-105979-106189-106386-39451,--,1.48099,124.843,"Malay, Manado"
xmn,--,--,--,--,--
xmo,107392-107480-24385,--,-8.66822,-61.3858,Morerebi
xmp,104993-105089-105226-105403-44209-44212-107580-44218,--,-14.201,141.709,Kuku-Mu’inh
xmq,107384-44219,--,-14.2866,141.824,Kuku-Mangk
xmr,43665,--,16.9333,33.7333,Meroitic
xms,107390-107128-107508-33424,--,32.139,-7.69607,Moroccan Sign Language
xmt,106869-106871-106878-105320-105523-42369-107577-105961-107589-42446,--,-1.8801,130.075,Matbat
xmu,34151-34152,--,-13.5393,131.098,Kamu
xmv,106869-106871-106878-105321-105524-105752-105963-106170-106374-42530,--,-13.2164,49.2402,"Malagasy, Antankarana"
xmw,106869-106871-106878-105321-105524-105752-105963-106170-106375-42514,--,-15.4294,48.8102,"Malagasy, Tsimihety"
xmx,106869-106871-106878-105320-105523-42369-107577-105961-42462,--,-1.05325,130.833,Maden
xmy,104993-105089-44172-44173,--,-18.1147,140.337,Mayaguduna
xmz,106869-106871-106878-40119-40179-40192-40193-40215-40222-40226,--,-2.56016,121.37,Mori Bawah
xna,104949-105012-105129-105287-105476-25018,--,--,--,Ancient North Arabian
xnb,106869-106871-105152-42818,--,23.3235,120.887,Kanakanabu
xng,--,--,--,--,--
xnh,107384-104829,--,21.9802,101.158,Kuanhua
xni,--,--,--,--,Ngarigu
xnk,--,--,--,--,Nganakarti
xnn,106869-106871-106878-106888-106903-106913-106920-106927-106936-106946-106660-106742-39734,--,17.1057,120.786,"Kankanay, Northern"
xno,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-38622,--,--,--,Anglo-Norman
xnr,104971-105055-105173-37561-105564-105801-37580-37581,--,31.915,76.366,Kangri
xns,105000-106872-105247-107678-105423-27194,--,32.2843,77.1553,Kanashi
xnt,--,--,--,--,Narragansett
xnu,--,--,--,--,Nukunul
xny,--,--,--,--,Nyiyaparli
xnz,--,--,--,--,Mattokki
xoc,104955-105023-105143-32043-32153-105718-105925-32167,--,--,--,O’chi’chi’
xod,24467-24468-24472,--,-2.12872,132.449,Kokoda
xog,104955-105023-105143-105302-105490-105704-105907-106111-106291-106463-106599-106689-30438,--,0.40456,33.3942,Soga
